ID,question,facts,results,precision,recall,F-score,,,
10647,['Is coffee a main ingredient of Hopje?'],"['http://dbpedia.org/property/mainIngredient,']",[],,,,,,
,,,,,,,,,
10649,["Which engine's successor's predecessor is BMW M10?"],"['http://dbpedia.org/ontology/predecessor,http://dbpedia.org/ontology/successor,http://dbpedia.org/ontology/Engine,']","[' [        ""http://dbpedia.org/ontology/successor"",         ""http://dbpedia.org/ontology/predecessor""    ]']",['1.0'],['1.0'],,,,
10650,["Which person's successor is Samsu-iluna?"],"['http://dbpedia.org/ontology/successor,http://dbpedia.org/ontology/Person,']",[' [        "http://dbpedia.org/ontology/successor"    ]'],['1.0'],['1.0'],,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
10656,['Does the Sicklefin lemon shark belong in the animal kingdom?'],"['http://dbpedia.org/ontology/kingdom,']",[' [        "http://dbpedia.org/ontology/kingdom"    ]'],['1.0'],['1.0'],,,,
10657,['What is the local authority of Liverpool Institute High School for Boys ?'],"['http://dbpedia.org/ontology/localAuthority,']",[' [        "http://dbpedia.org/ontology/localAuthority"    ]'],['1.0'],['1.0'],,,,
10658,['Give me the places where people who worked in Church of England died in ?'],"['http://dbpedia.org/ontology/occupation,http://dbpedia.org/ontology/deathPlace,']",[' [        "http://dbpedia.org/ontology/occupation"    ]'],['1.0'],['1.0'],,,,
,,,,,,,,,
10660,['What belongs to the families of Buccinidae and Buccinoidea?'],"['http://dbpedia.org/ontology/family,http://dbpedia.org/ontology/family,']",[' [        "http://dbpedia.org/ontology/class"    ]'],['0.0'],['0.0'],,,,
10661,['List down all notable works of Neil Cross ?'],"['http://dbpedia.org/ontology/notableWork,']",[' [        "http://dbpedia.org/ontology/notableWork"    ]'],['1.0'],['1.0'],,,,
10662,['What is the largest city of the country which have an assembly of Plymouth Savoy?'],"['http://dbpedia.org/ontology/assembly,http://dbpedia.org/ontology/largestCity,']",[' [        "http://dbpedia.org/ontology/assembly"    ]'],['1.0'],['1.0'],,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
10666,['Is Queen Latifah the narrator of Arctic Tale?'],"['http://dbpedia.org/property/narrator,']",[],,,,,,
10667,['How many companies were founded in Dallas?'],"['http://dbpedia.org/property/foundation,http://dbpedia.org/ontology/Company,']",[],,,,,,
10668,['What are the mammals whose phylum is Chordate?'],"['http://dbpedia.org/ontology/phylum,http://dbpedia.org/ontology/Mammal,']",[' [        "http://dbpedia.org/ontology/phylum"    ]'],['1.0'],['1.0'],,,,
,,,,,,,,,
10670,["Who all have been judges on CTV Network's shows?"],"['http://dbpedia.org/ontology/network,http://dbpedia.org/property/judges,http://dbpedia.org/ontology/TelevisionShow,']",[' [        "http://dbpedia.org/property/network"    ]'],['0.5'],['1.0'],,,,
10671,"['Which rivers end in Old Saybrook, Connecticut?']","['http://dbpedia.org/ontology/mouthMountain,']",[' [        "http://dbpedia.org/ontology/birthPlace"    ]'],['0.0'],['0.0'],,,,
,,,,,,,,,
,,,,,,,,,
10674,['which planet was discovered by Urbain Le Verrier?'],"['http://dbpedia.org/ontology/discoverer,']",[' [        "http://dbpedia.org/ontology/discoverer"    ]'],['1.0'],['1.0'],,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
10678,['Name the parent company of Ford Falcon Cobra ?'],"['http://dbpedia.org/ontology/parentCompany,']",[' [        "http://dbpedia.org/ontology/parentCompany"    ]'],['1.0'],['1.0'],,,,
10679,"['Where is the radio broadcasted in, whose sister station is CKFM-FM?']","['http://dbpedia.org/ontology/sisterStation,http://dbpedia.org/ontology/broadcastArea,http://dbpedia.org/ontology/RadioStation,']",[' [        "http://dbpedia.org/ontology/radio"    ]'],['0.5'],['1.0'],,,,
10680,['Does A foreign policy of freedom belong to the genre Politics?'],"['http://dbpedia.org/ontology/literaryGenre,']",[' [        "http://dbpedia.org/ontology/genre"    ]'],['0.0'],['0.0'],,,,
,,,,,,,,,
10682,['For which common president did Jim Sasser and Mike McCurry work?'],"['http://dbpedia.org/ontology/president,http://dbpedia.org/ontology/president,']","[' [        ""http://dbpedia.org/ontology/president"",         ""http://dbpedia.org/ontology/successor""    ]']",['1.0'],['1.0'],,,,
10683,["Jerry Bock's musicals has been adapted from how many things?"],"['http://dbpedia.org/property/music,http://dbpedia.org/ontology/basedOn,']",[],,,,,,
10684,['Who are the spouse of the parents of Kimberly Stewart?'],"['http://dbpedia.org/ontology/parent,http://dbpedia.org/ontology/spouse,']","[' [        ""http://dbpedia.org/ontology/spouse"",         ""http://dbpedia.org/ontology/parent""    ]']",['1.0'],['1.0'],,,,
,,,,,,,,,
10686,['Who is the governor of Carl McCall ?'],"['http://dbpedia.org/ontology/governor,']",[' [        "http://dbpedia.org/ontology/governor"    ]'],['1.0'],['1.0'],,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
10691,['What is the official residence of Fergus McMaster ?'],"['http://dbpedia.org/ontology/residence,']",[' [        "http://dbpedia.org/ontology/residence"    ]'],['1.0'],['1.0'],,,,
10692,['What is the total number of  builder of the military structures whose builder is also United States?'],"['http://dbpedia.org/ontology/builder,http://dbpedia.org/ontology/builder,']",[],,,,,,
,,,,,,,,,
10694,['What is the total number of guests on the show whose theme music is Let me be your star?'],"['http://dbpedia.org/property/music,http://dbpedia.org/property/guests,']",[],,,,,,
10695,['Was Noko a band member of Luxuria?'],"['http://dbpedia.org/ontology/formerBandMember,']",[' [        "http://dbpedia.org/ontology/associatedMusicalArtist"    ]'],['0.0'],['0.0'],,,,
10696,['Name some basketball players whose team is coached by Fred Hoiberg?'],"['http://dbpedia.org/ontology/coach,http://dbpedia.org/property/team,http://dbpedia.org/ontology/BasketballPlayer,']",[' [        "http://dbpedia.org/ontology/coach"    ]'],['1.0'],['1.0'],,,,
,,,,,,,,,
10698,['What are the movies whose music is composed by Vangelis?'],"['http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,']",[' [        "http://dbpedia.org/ontology/associatedMusicalArtist"    ]'],['0.0'],['0.0'],,,,
10699,["Was Walt Disney the cinematographer of Mickey's Mellerdrammer?"],"['http://dbpedia.org/property/cinematography,']",[],,,,,,
10700,['Who is the operator of Rainbow Warrior (1955) ?'],"['http://dbpedia.org/ontology/operator,']",[' [        "http://dbpedia.org/ontology/operator"    ]'],['1.0'],['1.0'],,,,
10701,['Which series are Lennier and Londo Mollari both from?'],"['http://dbpedia.org/ontology/series,http://dbpedia.org/ontology/series,']","[' [        ""http://dbpedia.org/ontology/series"",         ""http://dbpedia.org/ontology/publisher""    ]']",['1.0'],['1.0'],,,,
10702,['Graduates of Somerville College have been in how many political parties?'],"['http://dbpedia.org/ontology/almaMater,http://dbpedia.org/ontology/party,']",[' [        "http://dbpedia.org/ontology/owningOrganisation"    ]'],['0.0'],['0.0'],,,,
,,,,,,,,,
10704,['Count the number of battles fought by the military person involved in Morocco ?'],"['http://dbpedia.org/property/battles,http://dbpedia.org/property/battles,']",[],,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
10708,['List all the collaborators of the artist which has collaborated with sanremo Music Festival ?'],"['http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/ontology/Artist,']","[' [        ""http://dbpedia.org/ontology/associatedMusicalArtist"",         ""http://dbpedia.org/ontology/associatedBand""    ]']",['1.0'],['1.0'],,,,
,,,,,,,,,
10710,['Was Marie Curie a doctoral student of Henri Becquerel?'],"['http://dbpedia.org/ontology/doctoralStudent,']",[' [        "http://dbpedia.org/ontology/doctoralStudent"    ]'],['1.0'],['1.0'],,,,
10711,"['Where does the railway tracks start, which ends in Kazan?']","['http://dbpedia.org/ontology/routeEnd,http://dbpedia.org/ontology/routeStart,http://dbpedia.org/ontology/RailwayLine,']",[' [        "http://dbpedia.org/ontology/routeEnd"    ]'],['1.0'],['1.0'],,,,
10712,['Give me a count of all ice hockey players whose teams are headcoached by John Tortorella?'],"['http://dbpedia.org/property/headCoach,http://dbpedia.org/ontology/team,http://dbpedia.org/ontology/IceHockeyPlayer,']",[],,,,,,
10713,['Name all the venues of the convention which has also been hosted in San Diego Convention ?'],"['http://dbpedia.org/property/venue,http://dbpedia.org/property/venue,']",[' [        "http://dbpedia.org/property/venue"    ]'],['1.0'],['1.0'],,,,
10714,"['Where is the county seat of King County, Washington?']","['http://dbpedia.org/ontology/countySeat,']",[' [        "http://dbpedia.org/ontology/countySeat"    ]'],['1.0'],['1.0'],,,,
,,,,,,,,,
10716,["Was Lucrezia Tornabuoni the mother of Lorenzo de' Medici?"],"['http://dbpedia.org/property/mother,']",[' [        "http://dbpedia.org/property/mother"    ]'],['1.0'],['1.0'],,,,
10717,['List of people who were the first one to ascend a mountain in the Cathedral range?'],"['http://dbpedia.org/ontology/mountainRange,http://dbpedia.org/ontology/firstAscentPerson,http://dbpedia.org/ontology/Mountain,']",[' [        "http://dbpedia.org/ontology/mountainRange"    ]'],['1.0'],['1.0'],,,,
10718,['How many movies did Stanley Kubrick direct?'],"['http://dbpedia.org/ontology/director,']",[' [        "http://dbpedia.org/ontology/director"    ]'],['1.0'],['1.0'],,,,
,,,,,,,,,
10720,['Who has had been the tenant of the stadium built by PCL construction firm?'],"['http://dbpedia.org/ontology/builder,http://dbpedia.org/ontology/tenant,http://dbpedia.org/ontology/Stadium,']","[' [        ""http://dbpedia.org/ontology/tenant"",         ""http://dbpedia.org/ontology/location""    ]']",['0.666666666667'],['1.0'],,,,
10721,['What is the type of Vesak ?'],"['http://dbpedia.org/ontology/type,']",[' [        "http://dbpedia.org/ontology/type"    ]'],['1.0'],['1.0'],,,,
10722,['Which military personnel belong to the branch of Continental Army?'],"['http://dbpedia.org/ontology/militaryBranch,']",[' [        "http://dbpedia.org/ontology/militaryBranch"    ]'],['1.0'],['1.0'],,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
10730,['Who is the scientist whose academic advisor was Karl Ewald Hasse?'],"['http://dbpedia.org/ontology/academicAdvisor,http://dbpedia.org/ontology/Scientist,']",[' [        "http://dbpedia.org/ontology/academicAdvisor"    ]'],['1.0'],['1.0'],,,,
10731,['Count the awards received by the ones who fought the battle of france?'],"['http://dbpedia.org/ontology/battle,http://dbpedia.org/ontology/award,']",[' [        "http://dbpedia.org/ontology/battle"    ]'],['1.0'],['1.0'],,,,
10732,['By what person of which political party is Balangir district led?'],"['http://dbpedia.org/ontology/leaderName,']",[' [        "http://dbpedia.org/ontology/birthPlace"    ]'],['0.0'],['0.0'],,,,
10733,['What is the owner of Ivanpah Solar Power Facility and the original developer of Dart?'],"['http://dbpedia.org/ontology/owner,http://dbpedia.org/ontology/developer,']","[' [        ""http://dbpedia.org/ontology/owner"",         ""http://dbpedia.org/ontology/developer""    ]']",['1.0'],['1.0'],,,,
,,,,,,,,,
,,,,,,,,,
10736,['Which shows had their painters born in England?'],"['http://dbpedia.org/property/birthPlace,http://dbpedia.org/ontology/creator,http://dbpedia.org/ontology/TelevisionShow,']",[],,,,,,
10737,['What is the former team of the american football players whose position is Running back?'],"['http://dbpedia.org/ontology/position,http://dbpedia.org/ontology/formerTeam,http://dbpedia.org/ontology/AmericanFootballPlayer,']",[' [        "http://dbpedia.org/ontology/occupation"    ]'],['0.0'],['0.0'],,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
10741,['Did Stan Lee create the Iceman comics?'],"['http://dbpedia.org/property/creators,']",[' [        "http://xmlns.com/foaf/0.1/givenName"    ]'],['0.0'],['0.0'],,,,
10742,['Whihc party of the Mizoram Legislative Assembly is the government type of kumta ?'],"['http://dbpedia.org/ontology/governmentType,http://dbpedia.org/property/party,']","[' [        ""http://dbpedia.org/ontology/type"",         ""http://dbpedia.org/property/party""    ]']",['0.5'],['0.5'],,,,
,,,,,,,,,
,,,,,,,,,
10745,['Ernest Rutherford was the advisor of how many people?'],"['http://dbpedia.org/property/doctoralAdvisor,']",[],,,,,,
,,,,,,,,,
,,,,,,,,,
10748,['What is the currency of Kerguelen Islands ?'],"['http://dbpedia.org/ontology/currency,']",[' [        "http://dbpedia.org/ontology/currency"    ]'],['1.0'],['1.0'],,,,
,,,,,,,,,
10750,['In how many nations is Coconut a common food ingredient?'],"['http://dbpedia.org/ontology/ingredient,http://dbpedia.org/property/country,http://dbpedia.org/ontology/Country,']",[' [        "http://dbpedia.org/ontology/ingredient"    ]'],['1.0'],['1.0'],,,,
,,,,,,,,,
10752,['How many games have been composed by Hirokazu Tanaka?'],"['http://dbpedia.org/property/composer,http://dbpedia.org/ontology/VideoGame,']",[],,,,,,
,,,,,,,,,
10754,['Was Queen Latifah in the U.N.I.T.Y. group?'],"['http://dbpedia.org/ontology/musicalArtist,']",[' [        "http://dbpedia.org/ontology/associatedMusicalArtist"    ]'],['0.0'],['0.0'],,,,
,,,,,,,,,
,,,,,,,,,
10757,['Count the different alma maters of people employed by the CNN'],"['http://dbpedia.org/property/employer,http://dbpedia.org/ontology/almaMater,']",[],,,,,,
,,,,,,,,,
10759,['Was the Funky Lab Rat released in North America?'],"['http://dbpedia.org/property/released,']",[],,,,,,
,,,,,,,,,
10761,"['What is the state of the settlement, which is the sub assembly of Mohamedia, Tunisia ?']","['http://dbpedia.org/ontology/isPartOf,http://dbpedia.org/ontology/country,']","[' [        ""http://dbpedia.org/ontology/country"",         ""http://dbpedia.org/ontology/region""    ]']",['0.5'],['0.5'],,,,
,,,,,,,,,
10763,['What television show are distributed by Broadcast syndication?'],"['http://dbpedia.org/ontology/distributor,http://dbpedia.org/ontology/TelevisionShow,']",[' [        "http://dbpedia.org/ontology/distributor"    ]'],['1.0'],['1.0'],,,,
10764,['Name the person with opponents Ike Clanton and Tom McLaury?'],"['http://dbpedia.org/ontology/opponent,http://dbpedia.org/ontology/opponent,http://dbpedia.org/ontology/Person,']","[' [        ""http://dbpedia.org/ontology/opponent"",         ""http://dbpedia.org/ontology/president""    ]']",['1.0'],['1.0'],,,,
,,,,,,,,,
,,,,,,,,,
10767,['Who are the golf players whose college is Arizona State Sun Devils?'],"['http://dbpedia.org/ontology/college,http://dbpedia.org/ontology/GolfPlayer,']",[' [        "http://dbpedia.org/ontology/college"    ]'],['1.0'],['1.0'],,,,
10768,['Who is the film star of On Air with Ryan Seacrest ?'],"['http://dbpedia.org/ontology/starring,']",[' [        "http://dbpedia.org/ontology/college"    ]'],['0.5'],['1.0'],,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
10773,['Did Stan Lee write the Daredevils?'],"['http://dbpedia.org/property/writers,']",[' [        "http://dbpedia.org/property/issues"    ]'],['0.0'],['0.0'],,,,
,,,,,,,,,
10775,"['To what region is Sukhumbhand Paribatra, a leader?']","['http://dbpedia.org/ontology/leaderName,http://dbpedia.org/ontology/Region,']",[' [        "http://dbpedia.org/ontology/leader"    ]'],['0.0'],['0.0'],,,,
10776,"['For how many movies have the music composer composed music, who have collaborated with Yes ?']","['http://dbpedia.org/ontology/associatedMusicalArtist,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,']","[' [        ""http://dbpedia.org/ontology/musicComposer"",         ""http://dbpedia.org/property/music""    ]']",['0.5'],['0.5'],,,,
10777,['What is the total number of other nearest countries to the lakes whose nearest countries is Uganda?'],"['http://dbpedia.org/ontology/nearestCity,http://dbpedia.org/ontology/nearestCity,']",[' [        "http://dbpedia.org/ontology/nearestCity"    ]'],['1.0'],['1.0'],,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
10781,["How many units follow the US Navy Department's command structure?"],"['http://dbpedia.org/ontology/commandStructure,http://dbpedia.org/ontology/MilitaryUnit,']",[' [        "http://dbpedia.org/ontology/commandStructure"    ]'],['1.0'],['1.0'],,,,
10782,['Which education institute of Duncan U. Fletcher is also the university of Vanderbilt Commodores ?'],"['http://dbpedia.org/ontology/almaMater,http://dbpedia.org/ontology/university,']","[' [        ""http://dbpedia.org/ontology/university"",         ""http://dbpedia.org/ontology/almaMater""    ]']",['1.0'],['1.0'],,,,
,,,,,,,,,
10784,['Is Plymouth High School for Girls in Devon county?'],"['http://dbpedia.org/ontology/county,']",[' [        "http://dbpedia.org/ontology/county"    ]'],['1.0'],['1.0'],,,,
10785,['List the first drivers of Grand Prixes where Mika Hakkinen was a pole driver.'],"['http://dbpedia.org/ontology/poleDriver,http://dbpedia.org/ontology/firstDriver,http://dbpedia.org/ontology/GrandPrix,']",[],,,,,,
,,,,,,,,,
,,,,,,,,,
10788,['How many different people hold authority over the members of Balanidae family?'],"['http://dbpedia.org/ontology/family,http://dbpedia.org/ontology/binomialAuthority,']",[' [        "http://dbpedia.org/ontology/family"    ]'],['1.0'],['1.0'],,,,
10789,["Which fields' academic journals are found in the US?"],"['http://dbpedia.org/ontology/country,http://dbpedia.org/property/discipline,']",[' [        "http://dbpedia.org/ontology/birthPlace"    ]'],['0.0'],['0.0'],,,,
10790,['How many other region served are there of the companies which serves  Pacific Ocean ?'],"['http://dbpedia.org/ontology/regionServed,http://dbpedia.org/ontology/regionServed,']",[],,,,,,
,,,,,,,,,
10792,['Name the alma mater of Ernest de Saisset ?'],"['http://dbpedia.org/ontology/almaMater,']",[' [        "http://dbpedia.org/ontology/almaMater"    ]'],['1.0'],['1.0'],,,,
,,,,,,,,,
10794,['What are some party leaders of the parties which have had a seat in Berlin?'],"['http://dbpedia.org/ontology/headquarter,http://dbpedia.org/ontology/leader,http://dbpedia.org/ontology/PoliticalParty,']",[' [        "http://dbpedia.org/property/leader"    ]'],['0.0'],['0.0'],,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
10798,["What is the baseball team whose club manager's debut team is Houston Astros?"],"['http://dbpedia.org/ontology/debutTeam,http://dbpedia.org/ontology/manager,http://dbpedia.org/ontology/BaseballTeam,']","[' [        ""http://dbpedia.org/ontology/team"",         ""http://dbpedia.org/property/team""    ]']",['0.333333333333'],['0.5'],,,,
,,,,,,,,,
10800,['List all binomial authority of the insects whose one of the  binomial authority is douard Mntries?'],"['http://dbpedia.org/ontology/binomialAuthority,http://dbpedia.org/ontology/binomialAuthority,']",[],,,,,,
10801,['In which state is Red Willow Creek?'],"['http://dbpedia.org/ontology/state,']",[' [        "http://dbpedia.org/ontology/state"    ]'],['1.0'],['1.0'],,,,
10802,['Name the resting place of Fazlur Rahman Khan ?'],"['http://dbpedia.org/ontology/restingPlace,']",[' [        "http://dbpedia.org/ontology/restingPlace"    ]'],['1.0'],['1.0'],,,,
,,,,,,,,,
10804,["What politician's partner is Diana Taylor ?"],"['http://dbpedia.org/ontology/partner,http://dbpedia.org/ontology/Politician,']",[' [        "http://dbpedia.org/ontology/partner"    ]'],['1.0'],['1.0'],,,,
10805,['What is the district of Methodist Central Hall Westminster ?'],"['http://dbpedia.org/ontology/district,']",[' [        "http://dbpedia.org/ontology/district"    ]'],['1.0'],['1.0'],,,,
,,,,,,,,,
,,,,,,,,,
10808,['List the people died in Hyderabad and are a member of political party ?'],"['http://dbpedia.org/ontology/deathPlace,http://dbpedia.org/ontology/party,']",[' [        "http://dbpedia.org/property/deathPlace"    ]'],['0.5'],['1.0'],,,,
,,,,,,,,,
10810,['Is Esther Alder the mayor of Geneva?'],"['http://dbpedia.org/property/mayor,']",[],,,,,,
,,,,,,,,,
10812,['Where does the Jerusalem Institute of Justice render their services?'],"['http://dbpedia.org/ontology/service,']",[' [        "http://dbpedia.org/ontology/service"    ]'],['1.0'],['1.0'],,,,
10813,['Which political party got elected in First Legislative Assembly of Uttar Pradesh ?'],"['http://dbpedia.org/property/party,']",[' [        "http://dbpedia.org/property/party"    ]'],['1.0'],['1.0'],,,,
10814,"['How many companies were founded in Menlo Park, California?']","['http://dbpedia.org/property/foundation,http://dbpedia.org/ontology/Company,']",[],,,,,,
10815,["What is the television show whose channel's parent organisation is Fox Sports?"],"['http://dbpedia.org/ontology/parentOrganisation,http://dbpedia.org/ontology/channel,http://dbpedia.org/ontology/TelevisionShow,']","[' [        ""http://dbpedia.org/ontology/channel"",         ""http://dbpedia.org/property/country""    ]']",['0.666666666667'],['1.0'],,,,
10816,['Which bands are associated to David Paton?'],"['http://dbpedia.org/ontology/associatedBand,']",[' [        "http://dbpedia.org/ontology/associatedBand"    ]'],['1.0'],['1.0'],,,,
,,,,,,,,,
10818,['Who is the president when Loretta Ucelli used to work for Democratic party?'],"['http://dbpedia.org/ontology/president,']",[' [        "http://dbpedia.org/ontology/president"    ]'],['1.0'],['1.0'],,,,
,,,,,,,,,
10820,['What are the players whose former teams are Carolina Panthers and Indianapolis Colts?'],"['http://dbpedia.org/ontology/formerTeam,http://dbpedia.org/ontology/formerTeam,']","[' [        ""http://dbpedia.org/ontology/formerTeam"",         ""http://dbpedia.org/property/team""    ]']",['1.0'],['1.0'],,,,
,,,,,,,,,
10822,['How many basketball players studied in the Midland College?'],"['http://dbpedia.org/ontology/college,http://dbpedia.org/ontology/BasketballPlayer,']",[' [        "http://dbpedia.org/ontology/college"    ]'],['1.0'],['1.0'],,,,
10823,['Rickenbacker is a musical instrument played by which artists?'],"['http://dbpedia.org/ontology/instrument,http://dbpedia.org/ontology/MusicalArtist,']",[' [        "http://dbpedia.org/ontology/instrument"    ]'],['1.0'],['1.0'],,,,
10824,['Is Liang Chow the headcoach of Shawn Johnson?'],"['http://dbpedia.org/property/headcoach,']",[],,,,,,
,,,,,,,,,
,,,,,,,,,
10827,['Where did Steve Romeo dies ?'],"['http://dbpedia.org/ontology/deathPlace,']",[' [        "http://purl.org/dc/terms/subject"    ]'],['0.5'],['1.0'],,,,
,,,,,,,,,
10829,['What is the government type of Ancient Rome ?'],"['http://dbpedia.org/ontology/governmentType,']",[' [        "http://dbpedia.org/ontology/type"    ]'],['0.0'],['0.0'],,,,
10830,['Who are the animator of The Skeleton Dance?'],"['http://dbpedia.org/ontology/animator,']",[' [        "http://dbpedia.org/ontology/animator"    ]'],['1.0'],['1.0'],,,,
10831,['What is the birth location of the pope who was canonized by Agatha of Sicily?'],"['http://dbpedia.org/ontology/canonizedBy,http://dbpedia.org/property/birthPlace,http://dbpedia.org/ontology/Pope,']",[' [        "http://dbpedia.org/ontology/leader"    ]'],['0.0'],['0.0'],,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
10835,['Which destination of the Novair International Airways is also the  predecessor of the Chevrolet Caprice?'],"['http://dbpedia.org/ontology/destination,http://dbpedia.org/ontology/predecessor,']","[' [        ""http://dbpedia.org/ontology/predecessor"",         ""http://dbpedia.org/ontology/destination""    ]']",['1.0'],['1.0'],,,,
10836,['What are some scientists who have stateless citizenship?'],"['http://dbpedia.org/ontology/citizenship,http://dbpedia.org/ontology/Scientist,']",[' [        "http://dbpedia.org/ontology/citizenship"    ]'],['1.0'],['1.0'],,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
10840,['Name whose youth club was FC Barcelona ?'],"['http://dbpedia.org/property/youthclubs,']",[' [        "http://dbpedia.org/property/club"    ]'],['0.0'],['0.0'],,,,
10841,['What is the citizenship of Erastus Wiman ?'],"['http://dbpedia.org/ontology/citizenship,']",[' [        "http://dbpedia.org/ontology/citizenship"    ]'],['1.0'],['1.0'],,,,
10842,['Does the Amazon River start in Arequipa Region?'],"['http://dbpedia.org/property/sourceRegion,']",[],,,,,,
10843,['Which is the nearest city to Elliott Bay ?'],"['http://dbpedia.org/ontology/nearestCity,']",[' [        "http://dbpedia.org/ontology/nearestCity"    ]'],['1.0'],['1.0'],,,,
10844,['List the movie whose music was given by Geoffrey Burgon and distributed by Cinema International Corporation?'],"['http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/distributor,http://dbpedia.org/ontology/Film,']","[' [        ""http://dbpedia.org/ontology/musicComposer"",         ""http://dbpedia.org/property/writer""    ]']",['0.666666666667'],['1.0'],,,,
,,,,,,,,,
10846,['How many cities are around the sea in which the the fig tree bay meets?'],"['http://dbpedia.org/ontology/inflow,http://dbpedia.org/property/cities,http://dbpedia.org/ontology/Sea,']",[' [        "http://dbpedia.org/ontology/sea"    ]'],['0.0'],['0.0'],,,,
,,,,,,,,,
10848,['Count the number of families of the Animal kingdom.'],"['http://dbpedia.org/ontology/kingdom,http://dbpedia.org/ontology/family,']",[' [        "http://dbpedia.org/ontology/kingdom"    ]'],['1.0'],['1.0'],,,,
10849,['Which magazine has publisher as Jann Wenner?'],"['http://dbpedia.org/ontology/publisher,http://dbpedia.org/ontology/Magazine,']",[' [        "http://dbpedia.org/ontology/publisher"    ]'],['1.0'],['1.0'],,,,
10850,"['Where is the ground of the soccer club, which has Alan Kusov as a team member ?']","['http://dbpedia.org/ontology/team,http://dbpedia.org/ontology/ground,http://dbpedia.org/ontology/SoccerClub,']",[' [        "http://dbpedia.org/ontology/team"    ]'],['1.0'],['1.0'],,,,
,,,,,,,,,
10852,['Did Trish Stratus train Christina Crawford?'],"['http://dbpedia.org/property/trainer,']",[],,,,,,
10853,['Who is the writer of the Cavalcade of America and The United States Steel Hour ?'],"['http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/writer,']","[' [        ""http://dbpedia.org/ontology/writer"",         ""http://dbpedia.org/property/creator""    ]']",['1.0'],['1.0'],,,,
,,,,,,,,,
10855,['Name the cover artist of the adventure of Tom sawyer ?'],"['http://dbpedia.org/ontology/coverArtist,']",[' [        "http://dbpedia.org/ontology/coverArtist"    ]'],['1.0'],['1.0'],,,,
,,,,,,,,,
10857,['What is the nationality of the golf player who won the  2002 Players Championship ?'],"['http://dbpedia.org/ontology/champion,http://dbpedia.org/ontology/nationality,http://dbpedia.org/ontology/GolfPlayer,']",[' [        "http://dbpedia.org/ontology/champion"    ]'],['1.0'],['1.0'],,,,
10858,['Which companies are founded in the city of which Collin County Texas is a part?'],"['http://dbpedia.org/ontology/part,http://dbpedia.org/ontology/foundationPlace,http://dbpedia.org/ontology/Company,']",[' [        "http://dbpedia.org/ontology/part"    ]'],['1.0'],['1.0'],,,,
,,,,,,,,,
10860,['Who is the former partner of Chris Knierim ?'],"['http://dbpedia.org/ontology/formerPartner,']",[' [        "http://dbpedia.org/ontology/formerPartner"    ]'],['1.0'],['1.0'],,,,
,,,,,,,,,
10862,['What are all the TV shows which are related to the ones produced by Julie Gardner?'],"['http://dbpedia.org/ontology/executiveProducer,http://dbpedia.org/ontology/related,http://dbpedia.org/ontology/TelevisionShow,']",[' [        "http://dbpedia.org/ontology/occupation"    ]'],['0.0'],['0.0'],,,,
10863,['Name the parent company of  Ford Air Transport Service ?'],"['http://dbpedia.org/ontology/parentCompany,']",[' [        "http://dbpedia.org/ontology/parentCompany"    ]'],['1.0'],['1.0'],,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
10868,['Count me all the video game distributor whose parent company is Warner Bros ?'],"['http://dbpedia.org/property/parent,http://dbpedia.org/property/distributor,http://dbpedia.org/ontology/VideoGame,']",[' [        "http://dbpedia.org/ontology/parentCompany"    ]'],['0.5'],['1.0'],,,,
10869,['Was Elizabeth Ann Seton canonized by Pope Paul VI?'],"['http://dbpedia.org/property/canonizedBy,']",[' [        "http://dbpedia.org/property/successor"    ]'],['0.0'],['0.0'],,,,
10870,['Is Sao Paulo the largest city of Brazil?'],"['http://dbpedia.org/property/largestCity,']",[],,,,,,
,,,,,,,,,
10872,['Was David Gilmour a former member of Pink Floyd?'],"['http://dbpedia.org/ontology/formerBandMember,']",[' [        "http://dbpedia.org/ontology/associatedMusicalArtist"    ]'],['0.0'],['0.0'],,,,
,,,,,,,,,
